geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000984_r1_1	hypothetical	NA	266	343	303.9047619	82	82	0.96470588	7	7	75	75	24	24	58	58	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042597,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071577,GO:0071704,GO:0072509,GO:0072511,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K09815	P	High-affinity zinc transporter periplasmic
GC00001387_2	hypothetical	NA	44	455	419.4352941	82	82	0.96470588	5	5	77	77	24	24	58	58	"GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0051179,GO:0051234"	K03316	P	Na H antiporter
GC00001443	pstS	Phosphate-binding_protein_PstS	81	392	374.7209302	82	84	0.98823529	7	7	75	77	26	27	56	57	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0033554,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0042278,GO:0042454,GO:0042597,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02040	P	Part of the ABC transporter complex PstSACB involved in phosphate import (By similarity)
GC00001467	hypothetical	NA	87	419	406.8	83	84	0.98823529	6	6	77	78	25	25	58	59	NA	NA	P	Sodium hydrogen exchanger
GC00000302	nhaP2	K(+)/H(+)_antiporter_NhaP2	57	616	550.9906542	81	102	1.2	7	9	74	93	27	37	54	65	"GO:0005575,GO:0005623,GO:0005886,GO:0006884,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0019725,GO:0031224,GO:0042592,GO:0044425,GO:0044464,GO:0044699,GO:0044763,GO:0065007,GO:0065008,GO:0071944"	K11105	P	Participates in control of cell volume in low-osmolarity conditions (By similarity)
GC00001498	phoU	Phosphate-specific_transport_system_accessory_protein_PhoU	57	326	253.5833333	81	82	0.96470588	7	7	74	75	25	26	56	56	"GO:0001101,GO:0001558,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006793,GO:0006796,GO:0006873,GO:0006928,GO:0006935,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009266,GO:0009267,GO:0009405,GO:0009408,GO:0009605,GO:0009628,GO:0009636,GO:0009889,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010563,GO:0010605,GO:0010629,GO:0010966,GO:0016020,GO:0016036,GO:0016477,GO:0019219,GO:0019220,GO:0019222,GO:0019725,GO:0022611,GO:0022898,GO:0030002,GO:0030643,GO:0031323,GO:0031324,GO:0031326,GO:0031667,GO:0031668,GO:0031669,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032502,GO:0032879,GO:0033554,GO:0034605,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0040008,GO:0040011,GO:0042221,GO:0042330,GO:0042592,GO:0042594,GO:0042802,GO:0042803,GO:0043269,GO:0043271,GO:0044070,GO:0044092,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0045936,GO:0046677,GO:0046983,GO:0048519,GO:0048523,GO:0048870,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051049,GO:0051051,GO:0051128,GO:0051171,GO:0051174,GO:0051179,GO:0051252,GO:0051674,GO:0051704,GO:0051716,GO:0055062,GO:0055081,GO:0055082,GO:0060255,GO:0060326,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071229,GO:0071236,GO:0071496,GO:0071944,GO:0072502,GO:0072506,GO:0080090,GO:0097237,GO:2000112,GO:2000185,GO:2000186,GO:2001141"	K02039	P	"Part of the phosphate (Pho) regulon, which plays a key role in phosphate homeostasis. Encoded together with proteins of the phosphate-specific transport (Pst) system in the polycistronic pstSCAB-phoU operon. PhoU is essential for the repression of the Pho regulon at high phosphate conditions. In this role, it may bind, possibly as a chaperone, to PhoR, PhoB or a PhoR-PhoB complex to promote dephosphorylation of phospho-PhoB, or inhibit formation of the PhoR-PhoB transitory complex (By similarity)"
GC00000296_r1_1	amtB	Ammonia_channel	396	424	419.097561	80	80	0.94117647	7	7	73	73	25	25	55	55	NA	K03320	P	Ammonium transporter
GC00000483_2	yclQ	Petrobactin-binding_protein_YclQ	340	356	349.1785714	79	82	0.96470588	6	6	73	76	25	26	54	56	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015343,GO:0015399,GO:0015405,GO:0015603,GO:0015688,GO:0015891,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030003,GO:0033212,GO:0033214,GO:0034220,GO:0034641,GO:0034655,GO:0034755,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0042626,GO:0042927,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044718,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901678"	K02016	P	periplasmic
GC00000613	hypothetical	NA	83	438	417.4831461	79	85	1	7	8	72	77	26	28	53	57	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008490,GO:0008509,GO:0009987,GO:0015075,GO:0015103,GO:0015104,GO:0015105,GO:0015291,GO:0015698,GO:0015699,GO:0015700,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0031226,GO:0034220,GO:0042960,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0071944"	"K03893,K19060"	P	Arsenical pump membrane protein
GC00001315	yrbG	Inner_membrane_protein_YrbG	143	347	324.7586207	79	85	1	7	7	72	78	23	26	56	59	NA	K07301	P	"Na Ca antiporter, CaCA family"
GC00001574	gltI	Glutamate/aspartate_import_solute-binding_	319	334	326.625	78	78	0.91764706	1	1	77	77	20	20	58	58	"GO:0005575,GO:0005623,GO:0042597,GO:0044464"	"K02030,K09969,K10001"	P	Glutamate and aspartate transporter subunit
GC00000001_18	yclP	Petrobactin_import_ATP-binding_protein_YclP	252	259	254.8414634	77	80	0.94117647	6	6	71	74	25	26	52	54	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015343,GO:0015399,GO:0015405,GO:0015603,GO:0015688,GO:0015891,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030003,GO:0033212,GO:0033214,GO:0034220,GO:0034641,GO:0034655,GO:0034755,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0042626,GO:0042927,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044718,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901678"	K02013	P	"ABC superfamily ATP binding cassette transporter, ABC protein"
GC00000063_2	fatD	Ferric-anguibactin_transport_system_permease_protein_FatD	300	373	362.6125	77	78	0.91764706	6	6	71	72	25	26	52	52	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015343,GO:0015399,GO:0015405,GO:0015603,GO:0015688,GO:0015891,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030003,GO:0033212,GO:0033214,GO:0034220,GO:0034641,GO:0034655,GO:0034755,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0042626,GO:0042927,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044718,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901678"	K02015	P	permease protein
GC00000606_2	fatC	Ferric-anguibactin_transport_system_permease_protein_FatC	174	378	353.4512195	77	80	0.94117647	6	6	71	74	25	26	52	54	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015343,GO:0015399,GO:0015405,GO:0015603,GO:0015688,GO:0015891,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030003,GO:0033212,GO:0033214,GO:0034220,GO:0034641,GO:0034655,GO:0034755,GO:0042278,GO:0042454,GO:0042592,GO:0042623,GO:0042626,GO:0042927,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044718,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901678"	K02015	P	Permease protein
GC00001529_2	mymA	Putative_FAD-containing_monooxygenase_MymA	205	579	536.8125	78	79	0.92941176	7	7	71	72	22	23	56	56	"GO:0001101,GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0030312,GO:0040007,GO:0042221,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0044464,GO:0050896,GO:0051704,GO:0071944"	K03379	P	monooxygenase
GC00000036_4	hypothetical	NA	38	385	344.294964	76	134	1.57647059	0	0	76	134	19	36	57	98	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944"	K05786	P	Transporter DMT superfamily protein
GC00001482_3	hypothetical	NA	60	405	347.7654321	76	77	0.90588235	0	0	76	77	18	19	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	NA	P	transporter
GC00001505_3	hemR	Hemin_	62	703	674.0375	76	78	0.91764706	6	7	70	71	25	27	51	51	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K16087	P	TonB-dependent heme hemoglobin receptor family protein
GC00000506_r1_r1_1	hypothetical	NA	88	319	277.4814815	75	79	0.92941176	0	0	75	79	17	18	58	61	"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0042597,GO:0044464,GO:0051179,GO:0051234,GO:0071944"	K02020	P	"ABC transporter, periplasmic molybdate-binding protein"
GC00001156_r1_r1_r1_1	tusD	Sulfurtransferase_TusD	133	169	146.7662338	75	75	0.88235294	0	0	75	75	17	17	58	58	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006790,GO:0006807,GO:0006810,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016782,GO:0016783,GO:0022892,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0051179,GO:0051234,GO:0071704,GO:0090304,GO:0097163,GO:1901360"	K07235	P	Part of a sulfur-relay system required for 2-thiolation of 5-methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at tRNA wobble positions. Accepts sulfur from TusA and transfers it in turn to TusE (By similarity)
GC00001601	hypothetical	NA	44	170	157.6666667	75	76	0.89411765	0	0	75	76	19	20	56	56	"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0008150,GO:0009289,GO:0009295,GO:0009605,GO:0009991,GO:0016020,GO:0031667,GO:0042594,GO:0042995,GO:0044424,GO:0044464,GO:0050896,GO:0097159,GO:1901363"	K04047	P	"During stationary phase, binds the chromosome non- specifically, forming a highly ordered and stable dps-DNA co- crystal within which chromosomal DNA is condensed and protected from diverse damages. It protects DNA from oxidative damage by sequestering intracellular Fe(2 ) ion and storing it in the form of Fe(3 ) oxyhydroxide mineral, which can be released after reduction. One hydrogen peroxide oxidizes two Fe(2 ) ions, which prevents hydroxyl radical production by the Fenton reaction"
GC00000013_15	betT2	Osmo-dependent_choline_transporter_BetT2	80	685	663.04	71	72	0.84705882	2	2	69	70	21	21	50	51	"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0044699,GO:0044763,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0071944"	K02168	P	Choline carnitine betaine transporter
GC00001541_2	hypothetical	NA	81	348	331.1333333	71	71	0.83529412	3	3	68	68	20	20	51	51	NA	K07080	P	TRAP transporter solute receptor TAXI family protein
GC00001645	hypothetical	NA	54	396	351.6973684	72	73	0.85882353	0	0	72	73	19	19	53	54	NA	NA	P	cation diffusion facilitator family transporter
GC00001651	hypothetical	NA	115	418	399.1842105	70	72	0.84705882	7	7	63	65	22	22	48	50	NA	K07234	P	nnrs family
GC00000834_2	hypothetical	NA	84	454	444.1549296	68	68	0.8	6	6	62	62	23	23	45	45	NA	K03308	P	transporter
GC00001659_2	hypothetical	NA	75	591	532.9583333	69	71	0.83529412	5	7	64	64	20	22	49	49	NA	NA	P	Major facilitator superfamily
GC00001377_2	hypothetical	NA	51	168	136.7857143	67	83	0.97647059	6	6	61	77	23	31	44	52	NA	K07507	P	MgtC SapB transporter
GC00001722_r1_1	hypothetical	NA	249	251	249.2941176	66	66	0.77647059	0	0	66	66	16	16	50	50	NA	K02044	P	ABC-type phosphate phosphonate transport system periplasmic component
GC00001643_2	hypothetical	NA	153	595	563.4782609	64	67	0.78823529	0	0	64	67	13	16	51	51	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03498	P	Potassium uptake protein
GC00001673_2	ktrA	Ktr_system_potassium_uptake_protein_A	233	239	233.1343284	63	66	0.77647059	0	0	63	66	13	15	50	51	NA	K03499	P	Potassium uptake protein
GC00001767	yflS	Putative_malate_transporter_YflS	233	492	478.765625	62	63	0.74117647	7	8	55	55	23	24	39	39	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K03319,K11106"	P	transporter
GC00000024_3	hypothetical	NA	44	743	681.5679012	61	80	0.94117647	5	5	56	75	19	23	42	57	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0006829,GO:0008150,GO:0008152,GO:0008324,GO:0008551,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009636,GO:0009987,GO:0010035,GO:0010038,GO:0010043,GO:0010312,GO:0015075,GO:0015086,GO:0015087,GO:0015094,GO:0015099,GO:0015399,GO:0015405,GO:0015662,GO:0015675,GO:0015691,GO:0015692,GO:0016020,GO:0016021,GO:0016462,GO:0016463,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0031224,GO:0034220,GO:0034641,GO:0034655,GO:0035444,GO:0042221,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046686,GO:0046700,GO:0046873,GO:0046915,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0070574,GO:0070838,GO:0071577,GO:0071704,GO:0071944,GO:0072509,GO:0072511,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K01534	P	p-type atpase
GC00001545_2	viuB	Vibriobactin_utilization_protein_ViuB	35	255	239.3283582	60	65	0.76470588	1	1	59	64	16	20	44	45	NA	K07229	P	utilization protein
GC00001567_r1_1	copB	Copper_resistance_protein_B	86	436	346.5974026	55	75	0.88235294	1	1	54	74	15	23	40	52	"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"	K07233	P	Copper resistance protein B
GC00000001_16_p2	fhuC	Iron(3+)-hydroxamate_import_ATP-binding_protein_FhuC	254	254	254	56	57	0.67058824	6	6	50	51	14	14	42	43	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005381,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0034641,GO:0034655,GO:0034755,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02013	P	(ABC) transporter
GC00000063_10_p2	hypothetical	NA	95	752	692.5862069	56	58	0.68235294	6	6	50	52	14	14	42	44	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02015	P	Iron-hydroxamate transporter permease subunit
GC00001726_p2	hypothetical	NA	303	381	335.8035714	56	56	0.65882353	6	6	50	50	14	14	42	42	NA	K02016	P	periplasmic
